title,views,when,link,created_at
Louis CK's Issue with Social Media and Twitter,1.7M views,8 months ago,https://www.youtube.com/watch?v=NAwKA75cDwE,2023.4.28
Being Humbled By Nature and Ancient Civilizations,2.2M views,8 months ago,https://www.youtube.com/watch?v=R9x8betNlNA,2023.4.28
Derrick Hamilton Spent Over 20 Years in Jail Over False Murder Conviction,2.2M views,8 months ago,https://www.youtube.com/watch?v=4p1Da0NIp0w,2023.4.28
Joe Talks to Seth Dillon About the Trump FBI Raids,2.4M views,8 months ago,https://www.youtube.com/watch?v=DBO5VRwGYns,2023.4.28
Chris Rock's Comedy Post Will Smith Incident,2.2M views,8 months ago,https://www.youtube.com/watch?v=Q7_3IVK7Q7E,2023.4.28
Will We See Aliens In Our Lifetime?,1.2M views,8 months ago,https://www.youtube.com/watch?v=5fZTX14IsNA,2023.4.28
Why Chris Best Created Substack,348K views,8 months ago,https://www.youtube.com/watch?v=aU3cI35zhis,2023.4.28
What Is Happening in the Brain During a DMT Trip?,2.4M views,8 months ago,https://www.youtube.com/watch?v=fcdItgUjZnY,2023.4.28
Jeremey Corbell Defends Bob Lazar's Story,1.5M views,8 months ago,https://www.youtube.com/watch?v=L98U3mO38gQ,2023.4.28
"Sam Tripoli on Operation Highjump: Nazi's, Aliens, and Antarctica",4M views,8 months ago,https://www.youtube.com/watch?v=jn5p-fExsL0,2023.4.28
The Strange Reason Ben Franklin's Basement Was Filled with Skeletons,2M views,8 months ago,https://www.youtube.com/watch?v=nMBFf1SIBRs,2023.4.28
Chris Williamson on Why There Are Psychopaths,3.4M views,8 months ago,https://www.youtube.com/watch?v=UbDFMzs2maY,2023.4.28
"The Biden Administration Redefined ""Recession""",1.9M views,8 months ago,https://www.youtube.com/watch?v=6wPWORZ-0mM,2023.4.28
Snoop Dogg Whisperer Moment - JRE Toons,379K views,8 months ago,https://www.youtube.com/watch?v=Jt_pb40MRy4,2023.4.28
Mike Tyson Tiger Fart Moment - JRE Toons,510K views,8 months ago,https://www.youtube.com/watch?v=vOTLfb0qjfY,2023.4.28
Epstein's Harvard Connection & Ghislaine's List,2.4M views,8 months ago,https://www.youtube.com/watch?v=A0jpYGmWpYI,2023.4.28
The Backlash Whitney Cummings Received Over Her Sitcom,769K views,8 months ago,https://www.youtube.com/watch?v=TRzeL5FXd4Y,2023.4.28
Rich Rebuilds Built a V8 Tesla,2.5M views,8 months ago,https://www.youtube.com/watch?v=ZzRgOGGgisI,2023.4.28
The Possibility of Russia Using Nuclear Weapons,4.7M views,9 months ago,https://www.youtube.com/watch?v=yqB5_msFaXA,2023.4.28
Joe & Theo Take More Smelling Salts,1.2M views,9 months ago,https://www.youtube.com/watch?v=A-fPdypZ3mI,2023.4.28
Joe Reviews TikTok's Crazy Terms of Service,4.8M views,9 months ago,https://www.youtube.com/watch?v=wtGwlQWqQWs,2023.4.28
"Joe & Andrew Schulz Talk ""First Nut's""",1.3M views,9 months ago,https://www.youtube.com/watch?v=i75Mn_AeFBY,2023.4.28
Andrew Schulz on Independently Releasing His Comedy Special,1.5M views,9 months ago,https://www.youtube.com/watch?v=HXhnB3O0Yek,2023.4.28
Jiu-Jitsu Champ Mikey Musumeci Only Eats Pizza and Pasta,2.4M views,9 months ago,https://www.youtube.com/watch?v=gowNOEwZ2LI,2023.4.28
Zachary Levi's Thoughts on the Johnny Depp Trial,948K views,9 months ago,https://www.youtube.com/watch?v=mSzJdB1Smic,2023.4.28
The Therapy That Saved Zachary Levi's Life,366K views,9 months ago,https://www.youtube.com/watch?v=4BWcqA9cFFk,2023.4.28
The Crazy Things Fans Have Done at Tom Segura's Shows,1.1M views,9 months ago,https://www.youtube.com/watch?v=aQdSdxUGLs8,2023.4.28
Joe & Tom on Bert's Surprising Athleticism,1.5M views,9 months ago,https://www.youtube.com/watch?v=Qkx4hSlc8jk,2023.4.28
Paul Virzi's Dad Spotted a UFO in 1973,641K views,9 months ago,https://www.youtube.com/watch?v=_TXH2QMoErE,2023.4.28
Reminiscing About Baseball's Steroid Era,463K views,9 months ago,https://www.youtube.com/watch?v=s732OfLMorc,2023.4.28
Andrew Huberman on the Similarities in Brain Chemistry Between Mating and Aggression,1.5M views,9 months ago,https://www.youtube.com/watch?v=kTqt_3YJBbs,2023.4.28
Redban Tries Jujimufu's Smelling Salts,505K views,9 months ago,https://www.youtube.com/watch?v=graEEzEkQtY,2023.4.28
The Amount of Round-Up & Plastic Contamination in Food,1M views,9 months ago,https://www.youtube.com/watch?v=WEeJ9B1i8HI,2023.4.28
Has Google Created Sentient AI?,4M views,9 months ago,https://www.youtube.com/watch?v=RB-O0V9djEs,2023.4.28
Joe & Duncan Try to Learn About the Revolutionary War,1M views,9 months ago,https://www.youtube.com/watch?v=vLh4Cj0jgRA,2023.4.28
"Joe & Duncan Roast the Caveman movie ""IceMan""",555K views,9 months ago,https://www.youtube.com/watch?v=NwhXRAZW1xk,2023.4.28
Joe Previews Israel Adesanya vs. Jared Cannonier,442K views,9 months ago,https://www.youtube.com/watch?v=iRH9Y97vQ48,2023.4.28
Brian Simpson on Apple's Walled Garden,713K views,9 months ago,https://www.youtube.com/watch?v=LJzINpB9GL0,2023.4.28
The Change in Football Around Head Trauma,313K views,9 months ago,https://www.youtube.com/watch?v=Y5apqUMXaBo,2023.4.28
Eryk Anders on Fighting Lyoto Machida and Learning from Losses,127K views,9 months ago,https://www.youtube.com/watch?v=3aV-jwGDriU,2023.4.28
Joe Asks Gina Carano About Being a Pioneer of Women's MMA,541K views,9 months ago,https://www.youtube.com/watch?v=Pk9EVrHVKko,2023.4.28
How Close Did Gina Carano Get to Fighting Ronda Rousey?,713K views,9 months ago,https://www.youtube.com/watch?v=__t3rU0QjsE,2023.4.28
Ryan Holiday of Daily Stoic on the Fascinating Life of Marcus Aurelius,3.3M views,10 months ago,https://www.youtube.com/watch?v=YkLgUNLxEVQ,2023.4.28
The Origins of Beavis and Butthead w/Mike Judge,1.2M views,10 months ago,https://www.youtube.com/watch?v=4V0nkdrBo94,2023.4.28
Mike Judge on the Legacy of Idiocracy,1.4M views,10 months ago,https://www.youtube.com/watch?v=UBu_RpKqCg8,2023.4.28
"John Hinkley's Music, Whitey Bulger, and MKUltra",550K views,10 months ago,https://www.youtube.com/watch?v=xNlP-Nm8QlQ,2023.4.28
Reviewing the Video of Biden Falling Off a Bike,2.5M views,10 months ago,https://www.youtube.com/watch?v=NAgIbpRudKM,2023.4.28
Smelling Salts Moment - JRE Toons,354K views,10 months ago,https://www.youtube.com/watch?v=0WXHQyOq1d4,2023.4.28
Tim Kennedy on Witnessing the Fall of Afghanistan,3.6M views,10 months ago,https://www.youtube.com/watch?v=WEHXfB8wwGk,2023.4.28
Adventurer Charlie Walker Was Detained in a Russian Jail for 1 Month,1.9M views,10 months ago,https://www.youtube.com/watch?v=Oqs-1UH1jlo,2023.4.28
Colion Noir Breaksdown Gun Laws & Gun Crime Statistics,2M views,10 months ago,https://www.youtube.com/watch?v=PE5ztBd05co,2023.4.28
Twitter Bots and Elon Musk's Crusade Against Them,1M views,10 months ago,https://www.youtube.com/watch?v=KALHESfO71c,2023.4.28
"Joe Tries ""Mexican Moonshine"" Raicilla",541K views,10 months ago,https://www.youtube.com/watch?v=v15pSIpocGY,2023.4.28
Is the Universe Developing Consciousness?,1.9M views,10 months ago,https://www.youtube.com/watch?v=PC7etaZ2AL4,2023.4.28
Physicist Michio Kaku on the Shift in the UFO Phenomenon,9.1M views,10 months ago,https://www.youtube.com/watch?v=YebZyAzLZuc,2023.4.28
Joe (Sort of) Reacts to the Johnny Depp Verdict,1.7M views,10 months ago,https://www.youtube.com/watch?v=uc-jd-AHBYo,2023.4.28
Aljamain Sterling on Coming Back and Retaining the Title After a Neck Injury,382K views,10 months ago,https://www.youtube.com/watch?v=T0CaEv9b-7c,2023.4.28
The Military's Attempts to Make a Real Life Iron Man Suit,1.9M views,10 months ago,https://www.youtube.com/watch?v=hJAwdBDJ2_Y,2023.4.28
Could Sound Waves Have Been Used to Build the Great Pyramids?,1.6M views,10 months ago,https://www.youtube.com/watch?v=dKvFLwFSnlw,2023.4.28
The Story Behind Kim Jong--il Getting 5 Hole-In-Ones in a Single Round of Golf,1.3M views,10 months ago,https://www.youtube.com/watch?v=oGJWYobfX6c,2023.4.28
Joe on Dave Attell's Legendary Status,241K views,10 months ago,https://www.youtube.com/watch?v=DPEvWvcstxA,2023.4.28
Floyd Mayweather's Latest Exhibition,684K views,11 months ago,https://www.youtube.com/watch?v=u87eiZRK6Vg,2023.4.28
Ali Siddiq's Idea on How to Help the Homeless Problem,559K views,11 months ago,https://www.youtube.com/watch?v=8EGVgiFpwhg,2023.4.28
Lex Fridman's Analysis of Putin and Ukraine,3.8M views,11 months ago,https://www.youtube.com/watch?v=0raJ1-1BJ7s,2023.4.28
Neal Brennan's Story About Using Ayahuasca for Depression,1.2M views,11 months ago,https://www.youtube.com/watch?v=aPbU2mPRY2I,2023.4.28
Chris DiStefano's Story of Being Expelled From School on 9/11,2.1M views,11 months ago,https://www.youtube.com/watch?v=HOUkcInyxN0,2023.4.28
John Travolta Helped Chris DiStefano with His Letterman Appearance,531K views,11 months ago,https://www.youtube.com/watch?v=lsX9PoS1_Qg,2023.4.28
Bert's Disc Golf Obsession,651K views,11 months ago,https://www.youtube.com/watch?v=z4RxDWBCKD8,2023.4.28
The Different Theories on Time Travel,2.7M views,11 months ago,https://www.youtube.com/watch?v=AVK50ZfLcjs,2023.4.28
Author Jack Carr on How the Afghanistan Withdrawal Should've Been Handled,697K views,11 months ago,https://www.youtube.com/watch?v=dpQO-1bqoFw,2023.4.28
The Difference Between WWII & Vietnam,2.4M views,11 months ago,https://www.youtube.com/watch?v=Pbk__JC-NLc,2023.4.28
Charles Oliveira Missing Weight and Beating Justin Gaethje,1M views,11 months ago,https://www.youtube.com/watch?v=_WVHCYjHBVY,2023.4.28
Canelo Alvarez Losing to Dmitry Bivol,1.2M views,11 months ago,https://www.youtube.com/watch?v=DtOzQrJppIc,2023.4.28
Crazy Thrill Seekers and People Who Climb the Himalayas,628K views,11 months ago,https://www.youtube.com/watch?v=uKMWwY-fTGo,2023.4.28
Christina P Doesn't Like New Superheroes,777K views,11 months ago,https://www.youtube.com/watch?v=AUliC0c_YIQ,2023.4.28
Why is There a Baby Formula Shortage?,2.1M views,11 months ago,https://www.youtube.com/watch?v=wSQEXXS7mCA,2023.4.28
Joe Reacts to Jamie Foxx's Dave Chappelle Impression,1.5M views,11 months ago,https://www.youtube.com/watch?v=dwvhRFfxiNE,2023.4.28
The Impact of Marcus Aurelius and Ancient Philosophers,1.5M views,11 months ago,https://www.youtube.com/watch?v=n8yZpKsaSbU,2023.4.28
Gad Saad on Maintaining His 86 Pound Weight Loss,419K views,11 months ago,https://www.youtube.com/watch?v=oO-Bv4iRZKI,2023.4.28
Are UFO Videos Really of Hypersonic Missiles?,1M views,11 months ago,https://www.youtube.com/watch?v=QoS0GgF4sI4,2023.4.28
The Black Keys on the Idea of Selling Out,421K views,11 months ago,https://www.youtube.com/watch?v=cn8gmO2NcBw,2023.4.28
How Would Jake Paul Do Against a Real Boxer?,1.5M views,11 months ago,https://www.youtube.com/watch?v=hH5hztmOb38,2023.4.28
The Possibility of Tyson Fury Fighting Francis Ngannou,597K views,11 months ago,https://www.youtube.com/watch?v=0xK6F7WgAKk,2023.4.28
Joe & Tony Debate Golf vs. MMA,478K views,11 months ago,https://www.youtube.com/watch?v=fAoqqtsNjbQ,2023.4.28
Joe on Dave Chappelle Getting Tackled Onstage,4.2M views,11 months ago,https://www.youtube.com/watch?v=lYvNi_ewd8U,2023.4.28
Doug Stanhope's DMT Experience,1M views,11 months ago,https://www.youtube.com/watch?v=UQsCSg6AboQ,2023.4.28
Doug Stanhope's Reaction to the Johnny Depp Amber Heard Trial,1.6M views,11 months ago,https://www.youtube.com/watch?v=Rh7d2D7JVLI,2023.4.28
The Impact of Wu-Tang Clan,337K views,11 months ago,https://www.youtube.com/watch?v=FuMT8KRffIE,2023.4.28
Khalil Rountree's Bitcoin Awakening,354K views,11 months ago,https://www.youtube.com/watch?v=qZwaDUBAPcE,2023.4.28
Johnny Depp's Friendship with Hunter S. Thompson,1.6M views,11 months ago,https://www.youtube.com/watch?v=4os6KUfvGm4,2023.4.28
What Joe Thought of The Batman,2.8M views,11 months ago,https://www.youtube.com/watch?v=0pPEdxjfU1U,2023.4.28
Remi Warren's Amazing Story About Rescuing His Wife,1.1M views,11 months ago,https://www.youtube.com/watch?v=oiF2zZpSLSM,2023.4.28
BJ Penn on The Issues That Made Him Run for Governor of Hawaii,462K views,1 year ago,https://www.youtube.com/watch?v=Z_bECQOJ7yQ,2023.4.28
BJ Penn on Reflects on His Career and Retirement,656K views,1 year ago,https://www.youtube.com/watch?v=kxOG3kpLmYw,2023.4.28
Joe Reacts to Elon Musk Buying Twitter,4.2M views,1 year ago,https://www.youtube.com/watch?v=iq6q82Jo8ZQ,2023.4.28
The Johnny Depp-Amber Heard Trial,5.1M views,1 year ago,https://www.youtube.com/watch?v=4H66pDhczzw,2023.4.28
Joe on the Video of Mike Tyson Being Harassed on a Plane,5.2M views,1 year ago,https://www.youtube.com/watch?v=Wjx7LaqEHJo,2023.4.28
Why Are Airlines Restraining People with Duct Tape?,1.4M views,1 year ago,https://www.youtube.com/watch?v=pLoiUm8JTkI,2023.4.28
"Douglas Murray Clarifies the Idea of Being ""Lucky""",633K views,1 year ago,https://www.youtube.com/watch?v=kmS8oJ6aHjE,2023.4.28
Douglas Murray on People's Need for Religion,746K views,1 year ago,https://www.youtube.com/watch?v=QCJUEqppqNk,2023.4.28
The Legendary Story of How President Andrew Jackson Killed a Man in a Duel,1.9M views,1 year ago,https://www.youtube.com/watch?v=qHTBfNyW-bo,2023.4.28
Will Nick Diaz Fight Again?,488K views,1 year ago,https://www.youtube.com/watch?v=m62GQXq-358,2023.4.28
"Elon Musk, Social Media Censorship, and Bots",2.6M views,1 year ago,https://www.youtube.com/watch?v=ZU_FWEMjqcU,2023.4.28
The Future of Anti-Radiation Clothing,550K views,1 year ago,https://www.youtube.com/watch?v=YenpdRBOrWI,2023.4.28
Mike Tyson Talks About Tigers,2.3M views,1 year ago,https://www.youtube.com/watch?v=Ac2xYmkLmpU,2023.4.28
Mike Tyson on His Comeback Fight and Being Challenged by Jake Paul,2.1M views,1 year ago,https://www.youtube.com/watch?v=6OwLmg9rGAQ,2023.4.28
A DoggFather Moment - JRE Toons,405K views,1 year ago,https://www.youtube.com/watch?v=vEOCYddL9PY,2023.4.28
Trying to Survive in Prison as a First Time Offender,14M views,1 year ago,https://www.youtube.com/watch?v=bEWdAYvANcc,2023.4.28
Bill Maher on the Hunger for Common Sense,2.6M views,1 year ago,https://www.youtube.com/watch?v=6PvjlUEcIMM,2023.4.28
"Bill Maher on the ""Build Back Better"" Spending",3M views,1 year ago,https://www.youtube.com/watch?v=xh4ud0P80Kc,2023.4.28
Did Nancy Pelosi's Husband Buy Tesla Stock Ahead of Electric Car Mandate?,1.3M views,1 year ago,https://www.youtube.com/watch?v=zR38s5zKvEA,2023.4.28
Joe on Elon Musk Being on the Board at Twitter,2.2M views,1 year ago,https://www.youtube.com/watch?v=f0n7YI7jK1c,2023.4.28
Logan Paul at WrestleMania & Jake Paul's Tyron Woodley KO,1.2M views,1 year ago,https://www.youtube.com/watch?v=XsFpPVWwbd0,2023.4.28
R. Kelly is Singing for People in Jail,1.1M views,1 year ago,https://www.youtube.com/watch?v=dihq18cp98s,2023.4.28
The UFC's Jim Miller on His Battle with Lyme Disease,414K views,1 year ago,https://www.youtube.com/watch?v=Rj9-4hMgvPg,2023.4.28
David Mamet on Current State of Hollywood,1M views,1 year ago,https://www.youtube.com/watch?v=MwuUrpzYTRs,2023.4.28
David Mamet on the Important Mythology of the Bible,1M views,1 year ago,https://www.youtube.com/watch?v=fds6Nm1QQNk,2023.4.28
Security Expert Gavin de Becker on Jeff Bezos Getting His Phone Hacked,3.1M views,1 year ago,https://www.youtube.com/watch?v=wPdVMdFCMj8,2023.4.28
The Aftermath of the Will Smith and Chris Rock Incident,4.8M views,1 year ago,https://www.youtube.com/watch?v=Ue1LN9B4wiw,2023.4.28
Is It Possible to Be Completely Free of Plastic?,464K views,1 year ago,https://www.youtube.com/watch?v=XrCsbkkKLY0,2023.4.28
Michael Shellenberger's Solution for the Homeless Problem in California,3.3M views,1 year ago,https://www.youtube.com/watch?v=TsTDA2DT72k,2023.4.28
Joe on Will Smith Slapping Chris Rock at The Oscars,12M views,1 year ago,https://www.youtube.com/watch?v=gN15j7RHPvE,2023.4.28
Ali Siddiq Learned About Honor Watching 2 Pimps Fight,3M views,1 year ago,https://www.youtube.com/watch?v=imSH3vYcghg,2023.4.28
Kim Jong-il Invented the Burrito in 2011?,2M views,1 year ago,https://www.youtube.com/watch?v=YRYxUnM0Wpo,2023.4.28
Author Antonio Garcia Martinez Explains How Targeted Ads Work,787K views,1 year ago,https://www.youtube.com/watch?v=bC_NKzYxbQY,2023.4.28
The Statue That Contains a Mummified Monk,1.8M views,1 year ago,https://www.youtube.com/watch?v=XN-sk8dE9xI,2023.4.28
Former CIA Officer Mike Baker on Ukraine and Putin,7.2M views,1 year ago,https://www.youtube.com/watch?v=xQEmYYpWt2g,2023.4.28
American Cheese Moment - JRE Toons,850K views,1 year ago,https://www.youtube.com/watch?v=kSQfRCOp7vE,2023.4.28
Three Fingers Moment - JRE Toons,373K views,1 year ago,https://www.youtube.com/watch?v=twH2pRlOWBE,2023.4.28
Daryl Davis Breaksdown His Technique for Talking to Klan Members,1.8M views,1 year ago,https://www.youtube.com/watch?v=AvMNaDDfrN0,2023.4.28
Sadhguru on the Lost Concept of Heaven,7.5M views,1 year ago,https://www.youtube.com/watch?v=-btTC-bepAk,2023.4.28
What Motivated Nims Purja to Climb 14 of the World's Tallest Mountains,674K views,1 year ago,https://www.youtube.com/watch?v=xqtRV7jWOzk,2023.4.28
The History of Native Americans in Football,351K views,1 year ago,https://www.youtube.com/watch?v=8lHfI3nLhJc,2023.4.28
"Calvin Ridley, Pete Rose, and Sports Betting",286K views,1 year ago,https://www.youtube.com/watch?v=wV-I8o5nGKY,2023.4.28
How Mr. Beast Became Successful on YouTube,5.5M views,1 year ago,https://www.youtube.com/watch?v=3A8kawxMOcQ,2023.4.28
Is Conor McGregor Planning to Comeback and Fight for a Belt?,2.4M views,1 year ago,https://www.youtube.com/watch?v=JSSttci1Wzo,2023.4.28
How Michael Bisping Fought With One Eye,1.3M views,1 year ago,https://www.youtube.com/watch?v=OsPdhUQ0snE,2023.4.28
Veteran Dakota Meyer on Receiving Ibogaine Therapy for PTSD,550K views,1 year ago,https://www.youtube.com/watch?v=3eZnbWTb1YE,2023.4.28
What if Guys Could Make Millions Selling Sperm?,363K views,1 year ago,https://www.youtube.com/watch?v=nHt_qPb7ULw,2023.4.28
Michael Jai White is a Legit Martial Artist,764K views,1 year ago,https://www.youtube.com/watch?v=NgTOEC_-QMI,2023.4.28
The Story Behind Earthquake's Name,270K views,1 year ago,https://www.youtube.com/watch?v=y8U5e8_qSSw,2023.4.28
The Corporatization of Food,2.1M views,1 year ago,https://www.youtube.com/watch?v=AmIdT42728g,2023.4.28
Author Ben Burgis on Dave Chappelle and the Moralism of Canceling Comedians,1.1M views,1 year ago,https://www.youtube.com/watch?v=PgfX9bvmEhs,2023.4.28
"Chef Daniel Holzman on Coffee Culture, Making Coffee ""Right""",777K views,1 year ago,https://www.youtube.com/watch?v=bA-Xx6daR_w,2023.4.28
Chef Daniel Holzman on The Best Way to Learn to Cook,796K views,1 year ago,https://www.youtube.com/watch?v=LdE9u0-SwEY,2023.4.28
Is There a Limit to Technological Innovation?,1M views,1 year ago,https://www.youtube.com/watch?v=Fpys01SZ43c,2023.4.28
Maajid Nawaz on the Misguided Nature of the War on Terror,1.9M views,1 year ago,https://www.youtube.com/watch?v=zJX3byjYSMc,2023.4.28
The NYPD's Secret Surveillance Fund,2.2M views,1 year ago,https://www.youtube.com/watch?v=IiXmNDYE6lo,2023.4.28
Joey Diaz on Action Park,1M views,1 year ago,https://www.youtube.com/watch?v=cNT5gcjAE_Y,2023.4.28
Dave Smith Explains the War in Yemen,2.8M views,1 year ago,https://www.youtube.com/watch?v=hFkngrRDdaA,2023.4.28
The Case of Melissa Lucio,716K views,1 year ago,https://www.youtube.com/watch?v=UrJP0W7hxe8,2023.4.28
Akaash Singh's Defense of Apu,2.6M views,1 year ago,https://www.youtube.com/watch?v=I5pVVmcSXVU,2023.4.28
Randall Carlson's Take on Atlantis,6.6M views,1 year ago,https://www.youtube.com/watch?v=zdqX09zZNf8,2023.4.28
The Chinese App Using Facial Scans on Teenage Gamers,984K views,1 year ago,https://www.youtube.com/watch?v=sRST0Ltu4SU,2023.4.28
Joe on Francis Ngannou's Victory Over Ciryl Gane,963K views,1 year ago,https://www.youtube.com/watch?v=5Sh5sRz91SU,2023.4.28
Julianna Pena on Beating Amanda Nunes,1.7M views,1 year ago,https://www.youtube.com/watch?v=0MSy4NkNS2c,2023.4.28
Valentine Thomas on Spearing a 400lb Marlin,497K views,1 year ago,https://www.youtube.com/watch?v=PJPI_PVcxHs,2023.4.28
Spearfisher Valentine Thomas on Sustainable Seafood,331K views,1 year ago,https://www.youtube.com/watch?v=xsL4ljOkvUk,2023.4.28
Jordan Peterson on Joker,3.6M views,1 year ago,https://www.youtube.com/watch?v=18R3yf4o93w,2023.4.28
"Jordan Peterson on Getting Off of Benzodiazepines, Being in the Spotlight",3.4M views,1 year ago,https://www.youtube.com/watch?v=ACdh-yzENXM,2023.4.28
Jordan Peterson's Realization About the Bible,7.6M views,1 year ago,https://www.youtube.com/watch?v=Vt9K6kmpx44,2023.4.28
The Origins of KneesOverToesGuy,1.2M views,1 year ago,https://www.youtube.com/watch?v=ppjUUwffYP8,2023.4.28
The Benefits of Sled Pulls for Knee Health,682K views,1 year ago,https://www.youtube.com/watch?v=P_M0zruGWbA,2023.4.28
Phillip Frankland Lee on the Grind of Working in a Kitchen,533K views,1 year ago,https://www.youtube.com/watch?v=HLl_VeFDTzI,2023.4.28
Top Chef's Philip Frankland Lee on Receiving a Michelin Star,362K views,1 year ago,https://www.youtube.com/watch?v=3qwh4wCsczI,2023.4.28
"Ari, Mark, and Shane Try Jujimufu's Smelling Salts",2M views,1 year ago,https://www.youtube.com/watch?v=PDG7SzDBTC4,2023.4.28
Unanswered Questions About Epstein and Ghislaine,5.7M views,1 year ago,https://www.youtube.com/watch?v=XJTvn_WHiXk,2023.4.28
Gen. H.R. McMaster on the USA's Economic Competition with China,1.1M views,1 year ago,https://www.youtube.com/watch?v=I0lSMZkjZt0,2023.4.28
"Gen. H.R. McMaster on Working for Trump, Being Non-Partisan",2.4M views,1 year ago,https://www.youtube.com/watch?v=dT_w5WkFTLo,2023.4.28
Would Aliens Interfere with Human Life,2.9M views,1 year ago,https://www.youtube.com/watch?v=e2RTnQ90UUQ,2023.4.28
Should Social Media Algorithms Be Regulated,503K views,1 year ago,https://www.youtube.com/watch?v=3l3aA8iUEyA,2023.4.28
"Empires, Conquerors, and Martin Luther",1.8M views,1 year ago,https://www.youtube.com/watch?v=2EgPGQmhWag,2023.4.28
The Legacy of George Carlin,900K views,1 year ago,https://www.youtube.com/watch?v=Ix6Khtq6O-k,2023.4.28
Adam Curry on the Emergence of the Metaverse,1.6M views,1 year ago,https://www.youtube.com/watch?v=LRU-vVJxoSQ,2023.4.28
"Adam Curry on Why ""Food Intelligence"" Will Become Important",2.5M views,1 year ago,https://www.youtube.com/watch?v=XzrQ7PIPsdQ,2023.4.28
A Snoop Dogg Moment - JRE Toons,916K views,1 year ago,https://www.youtube.com/watch?v=1WiX9Nik18E,2023.4.28
A Goggins Birthday Moment - JRE Toons,528K views,1 year ago,https://www.youtube.com/watch?v=cgXxoRJkUZs,2023.4.28
Oliver Stone on the JFK Assassination Cover-up,4.3M views,1 year ago,https://www.youtube.com/watch?v=AIZYucKOzhw,2023.4.28
"Carrot Top on Getting Jacked, Meeting Gene Simmons",4.4M views,1 year ago,https://www.youtube.com/watch?v=ItHqnyeQL-k,2023.4.28
Carrot Top on Receiving Backlash,1.7M views,1 year ago,https://www.youtube.com/watch?v=PbS9nSH3mqM,2023.4.28
Big Pharma's Role in the Opioid Crisis,1.1M views,1 year ago,https://www.youtube.com/watch?v=yWrfEclkC_k,2023.4.28
The Troubling Story of Vioxx,1.2M views,1 year ago,https://www.youtube.com/watch?v=wn1UwPSzTV4,2023.4.28
Tony Woods Spotted a Mer-Man While on Vacation,760K views,1 year ago,https://www.youtube.com/watch?v=ltwDjHN2TLw,2023.4.28
"Tony Woods on People Protesting Louis CK, Touring Europe",733K views,1 year ago,https://www.youtube.com/watch?v=E_s-Bnzs7fw,2023.4.28
Social Credit Scores and Targeted Phone Advertisements,1.7M views,1 year ago,https://www.youtube.com/watch?v=l4fRLGz_WI4,2023.4.28
Is Vaping Better Than Smoking Cigarettes?,2.9M views,1 year ago,https://www.youtube.com/watch?v=m1k1RQkPDfc,2023.4.28
Brian Redban's Virtual Wrold in VRChat,802K views,1 year ago,https://www.youtube.com/watch?v=l6RwyA6jUdM,2023.4.28
Joe & Redban Celebrate 12 Years of JRE,461K views,1 year ago,https://www.youtube.com/watch?v=yKW6vVgEPCM,2023.4.28
Tim Dillon Tries to Sell Joe on the Metaverse,2.3M views,1 year ago,https://www.youtube.com/watch?v=GUZvW3f-uzQ,2023.4.28
Tim Dillon on the Ghislaine Maxwell Trial,5.9M views,1 year ago,https://www.youtube.com/watch?v=HqrCkCDkvfo,2023.4.28
Charles Oliveira's Shocking Submission of Dustin Poirier,742K views,1 year ago,https://www.youtube.com/watch?v=F8qt84kp6Rw,2023.4.28
Why Quitting Cigarettes is So Diifficult,2.4M views,1 year ago,https://www.youtube.com/watch?v=H1AOXBv9voc,2023.4.28
"Joe Reflects on Conor McGregor's Jose Aldo KO, Reacts to His Muscle Gain",3.3M views,1 year ago,https://www.youtube.com/watch?v=buZLpot1PkY,2023.4.28
Nancy Pelosi's Strange Response to Insider Trading Question,2.8M views,1 year ago,https://www.youtube.com/watch?v=j8TRVp-7l3Q,2023.4.28
Shane Dorian's Friend Survived a Shark Attack,666K views,1 year ago,https://www.youtube.com/watch?v=1N2vIHYnsIw,2023.4.28
How Shane Dorian Trained for Wipeouts on Big Waves,342K views,1 year ago,https://www.youtube.com/watch?v=NNHgcEGDF5Q,2023.4.28
"Joe on Julianna Pena Beating Amanda Nunes, Dustin Poirier vs. Charles Oliveira",1.6M views,1 year ago,https://www.youtube.com/watch?v=24IWEBvO1S0,2023.4.28
"Marlon ""Chito"" Vera on His ""Awkward"" Tattoo, Getting Tattooed by Mister Cartoon",344K views,1 year ago,https://www.youtube.com/watch?v=mYY2bG2PkX4,2023.4.28
Beeple Gifts Joe an Elon Musk NFT,1.3M views,1 year ago,https://www.youtube.com/watch?v=dZ0bYteaI2Q,2023.4.28
Why Does Chris Pratt Get So Much Online Hate?,1.3M views,1 year ago,https://www.youtube.com/watch?v=75C9grGZPxk,2023.4.28
Blaire White Tells Joe About Her DMT Experience,2.7M views,1 year ago,https://www.youtube.com/watch?v=L6IonRH1-ow,2023.4.28
What George Kambosos Jr. Learned from Training with Manny Pacquiao,1.9M views,1 year ago,https://www.youtube.com/watch?v=MevUxpDPbHE,2023.4.28
George Kambosos Jr. on Becoming Lightweight Champion,572K views,1 year ago,https://www.youtube.com/watch?v=0lxXUHRP-Qs,2023.4.28
Matt Taibbi on the Media Mishandling the Rittenhouse Trial,1.6M views,1 year ago,https://www.youtube.com/watch?v=FKF9zam7JyI,2023.4.28
Bill Gates Has Given $319 Million to Media Outlets,1.6M views,1 year ago,https://www.youtube.com/watch?v=us-andJDfWw,2023.4.28
